name;streetAddress;postalCode;addressLocality;addressRegion;addressCountry;geo_latitude;geo_longitude;url
Heilbronner- Land-Honig Adolf Fritz;Eschenbachstr.24;74078;Heilbronn;Baden-Württemberg;Deutschland;49.190620;9.144400;https://hofladen.info/hofladen/heilbronner-land-honig-adolf-fritz
Halder macht Bio;Hauptstraße 18;88374;Hoßkirch;Baden-Württemberg;Deutschland;47.940879;9.445284;https://hofladen.info/hofladen/halder-macht-bio
Hofladen Hohnhorst;Hauptstr. 25 ;31559 ;Nenndorf;Niedersachsen;Deutschland;52.368518;9.372931;https://hofladen.info/hofladen/hofladen-hohnhorst
Silvis Hofladen ;Harbrookweg 3 100 m In den Harbrookweg, direkt von der L76 ab;25494;Borstel Hohenraden;Schleswig-Holstein;Deutschland;53.702189;9.831526;https://hofladen.info/hofladen/silvis-hofladen
Sommers Hofladen;Hölderlinstr. 9;74257;Untereisesheim;Baden-Württemberg;Deutschland;49.208862;9.197167;https://hofladen.info/hofladen/sommers-hofladen
Obsthof Hauschildt ;Westerladekop 1 ;21635;Jork;Niedersachsen;Deutschland;53.518440;9.670540;https://hofladen.info/hofladen/obsthof-hauschildt
Bauer Lange;Lieschow Hof Nr. 37;18569;Ummanz;Mecklenburg-Vorpommern;Deutschland;54.436090;13.180370;https://hofladen.info/hofladen/bauer-lange
Müritzhof Knust;Dorfstraße 9;17192;Klink-Sembzin;Mecklenburg-Vorpommern;Deutschland;53.463410;12.606670;https://hofladen.info/hofladen/muritzhof-knust
Ritters Gemüsekiste;Mühlenbachweg 6;21227;Bendestorf;Niedersachsen;Deutschland;53.330090;9.982446;https://hofladen.info/hofladen/ritters-gemusekiste
Körners Hofladen GbR;Herrgottsruhstr. 4 ;86316 ;Friedberg;Bayern;Deutschland;48.355538;10.985889;https://hofladen.info/hofladen/korners-hofladen-gbr
Kedenburgs Schweinerei;Hintzendorf-Stellenfelde 45;28870;Ottersberg;Niedersachsen;Deutschland;53.035620;9.186980;https://hofladen.info/hofladen/kedenburgs-schweinerei
Neuenhof;Niederdorfer-Str. 85;47638;Straelen;Nordrhein-Westfalen;Deutschland;51.381766;6.221779;https://hofladen.info/hofladen/neuenhof
Weingut Gaufer;Mariannenstr. 24;74653;Ingelfingen;Baden-Württemberg;Deutschland;49.299785;9.656159;https://hofladen.info/hofladen/weingut-gaufer
Hohenloher Ziegensalami;Hornungshof 3;74575;Schrozberg;Baden-Württemberg;Deutschland;49.354109;9.889160;https://hofladen.info/hofladen/hohenloher-ziegensalami
Gärtnerei Koblentz;Dorfstraße 14;17309;Koblentz;Mecklenburg-Vorpommern;Deutschland;53.525630;14.135110;https://hofladen.info/hofladen/gartnerei-koblentz
Blütenzauber Manufaktur;Alte Steige 14;74595;Langenburg;Baden-Württemberg;Deutschland;49.246356;9.852060;https://hofladen.info/hofladen/blutenzauber-manufaktur
Vogelsberger-Stutenmilch Manufaktur;Hüttengasse 2;74653;Künzelsau;Baden-Württemberg;Deutschland;49.261825;9.786453;https://hofladen.info/hofladen/vogelsberger-stutenmilch-manufaktur
Hofladen der Landfrauen in Leezen;Schlossstr. 4d;19067 ;Leezen;Mecklenburg-Vorpommern;Deutschland;53.660985;11.498766;https://hofladen.info/hofladen/hofladen-der-landfrauen-in-leezen
Kurz Bauernhof;Rechentshofer Str. 24;74343;Sachsenheim;Baden-Württemberg;Deutschland;48.992920;9.024789;https://hofladen.info/hofladen/kurz-bauernhof
Schafhof Landwehr;Landwehr 21;15938;Golßen;Brandenburg;Deutschland;51.961810;13.588970;https://hofladen.info/hofladen/schafhof-landwehr
Scheeper Phil;Wenddorf 11;23749;Grube i.H.;Schleswig-Holstein;Deutschland;54.234559;11.037657;https://hofladen.info/hofladen/scheeper-phil
Kürbishof Cordes;Heisterweg 2;27308;Kirchlinteln;Niedersachsen;Deutschland;52.877706;9.309287;https://hofladen.info/hofladen/kurbishof-cordes
Sonnenhof;Astwiesen 2;73087;Bad Boll;Baden-Württemberg;Deutschland;48.645210;9.600070;https://hofladen.info/hofladen/sonnenhof
Trebnitzer Beeren- und Straußenhof ;Birkenweg 6 ;6722;Wetterzeube;Sachsen-Anhalt;Deutschland;50.998480;11.983920;https://hofladen.info/hofladen/trebnitzer-beeren-und-strau%C3%9Fenhof
Nickis Bio-Hofladen;Siedlungsstraße 6;01471 ;Radeburg;Sachsen;Deutschland;51.187599;13.721160;https://hofladen.info/hofladen/nickis-bio-hofladen
Lepkeshof;Mühlenstraße 128;46047;Oberhausen;Nordrhein-Westfalen;Deutschland;51.472223;6.898647;https://hofladen.info/hofladen/lepkeshof
Grüne Oase GmbH;Zur Grünen Oase 1;14656;Brieselang;Brandenburg;Deutschland;52.589345;12.918014;https://hofladen.info/hofladen/grune-oase-gmbh
Vielfruchthof Domstiftsgut Mötzow;Gutshof 1;14778;Beetzseeheide;Brandenburg;Deutschland;52.463790;12.591530;https://hofladen.info/hofladen/vielfruchthof-domstiftsgut-motzow
Hof Luna;Im Siek 10;31084;Freden;Niedersachsen;Deutschland;51.948900;9.917290;https://hofladen.info/hofladen/hof-luna
Hof Ziegelhütte;Ziegelhütte 1/1;73266;Bissingen;Baden-Württemberg;Deutschland;48.570150;9.527020;https://hofladen.info/hofladen/hof-ziegelhutte
Milchhof Zinna;Am Anger 7;4860;Torgau;Sachsen;Deutschland;51.569920;12.954220;https://hofladen.info/hofladen/milchhof-zinna
Ziegenhof Loretto;Loretto 6;88529;Zwiefalten;Baden-Württemberg;Deutschland;48.249980;9.461130;https://hofladen.info/hofladen/ziegenhof-loretto
Gut Sambach;Gutsstrasse 1;99974;Mühlhausen;Thüringen;Deutschland;51.223330;10.420480;https://hofladen.info/hofladen/gut-sambach
Gut Wulfsdorf;Bornskampweg 39;22926;Ahrensburg;Schleswig-Holstein;Deutschland;53.659180;10.192540;https://hofladen.info/hofladen/gut-wulfsdorf
Tante Hedwig;Wiesenweg 8;18565;Vitte/Hiddensee;Mecklenburg-Vorpommern;Deutschland;54.568050;13.106170;https://hofladen.info/hofladen/tante-hedwig
Siebengiebelhof;Alte Dorfstraße 10;19376;Drenkow;Mecklenburg-Vorpommern;Deutschland;53.316810;12.007170;https://hofladen.info/hofladen/siebengiebelhof
Milchschafhof Solterbeck;Sorgwohld 10;24811;Owschlag;Schleswig-Holstein;Deutschland;54.355810;9.571950;https://hofladen.info/hofladen/milchschafhof-solterbeck
Obsthof Lefers;Osterjork 140 ;21635;Jork;Niedersachsen;Deutschland;53.525950;9.705940;https://hofladen.info/hofladen/obsthof-lefers
Hof Schwalbennest;Pehlitz 3;16230;Chorin;Brandenburg;Deutschland;52.909380;13.993550;https://hofladen.info/hofladen/hof-schwalbennest
Hofgemeinschaft Weide-Hardebek;Hauptstraße 32–34  ;24616 ;Hardebek;Schleswig-Holstein;Deutschland;53.988726;9.872614;https://hofladen.info/hofladen/hofgemeinschaft-weide-hardebek
Landgut Nemt;Am Wachtelberg 18;4808;Wurzen;Sachsen;Deutschland;51.351640;12.733780;https://hofladen.info/hofladen/landgut-nemt
Mühle-Lemke-Hofladen;Mühlenstraße 7;15378;Hennickendorf;Brandenburg;Deutschland;52.514079;13.851933;https://hofladen.info/hofladen/muhle-lemke-hofladen
Fischer Zahn;Am Bollwerk 15;16303;Schwedt;Brandenburg;Deutschland;53.053269;14.287966;https://hofladen.info/hofladen/fischer-zahn
Hof und Höfle;Weilerstraße 42;73061;Ebersbach;Baden-Württemberg;Deutschland;48.703310;9.504650;https://hofladen.info/hofladen/hof-und-hofle
Biolandhof Klischewski;Loch 1;91235;Hartenstein;Bayern;Deutschland;49.566800;11.537040;https://hofladen.info/hofladen/biolandhof-klischewski
Biohof Tacke;Kletziner Str. 1a;23972;Dorf Mecklenburg;Mecklenburg-Vorpommern;Deutschland;53.843240;11.474120;https://hofladen.info/hofladen/biohof-tacke
Landhof „Am Ziegenried“;Dosdorf 63;99310;Arnstadt;Thüringen;Deutschland;50.791890;10.915280;https://hofladen.info/hofladen/landhof-%E2%80%9Eam-ziegenried%E2%80%9C
Bauernhof Steffen Kühne;Altomsewitz 2;1157;Dresden;Sachsen;Deutschland;51.057931;13.660733;https://hofladen.info/hofladen/bauernhof-steffen-kuhne
Spessarthof;Gasse 10a;97773;Aura;Bayern;Deutschland;50.179110;9.572960;https://hofladen.info/hofladen/spessarthof
Altschulzenhof;Lautertalstr.50;72534;Hayingen-Münzdorf;Baden-Württemberg;Deutschland;48.308300;9.480360;https://hofladen.info/hofladen/altschulzenhof
Wildmanufaktur;Schulstrasse 1a;19399;Dobbertin;Mecklenburg-Vorpommern;Deutschland;53.622560;12.072730;https://hofladen.info/hofladen/wildmanufaktur
Engelnhof;Lerchenweg 12;26871;Papenburg;Niedersachsen;Deutschland;53.049600;7.427370;https://hofladen.info/hofladen/engelnhof
Biohof Ottilie;Ort 19 ;21720;Mittelnkirchen;Niedersachsen;Deutschland;53.560390;9.610800;https://hofladen.info/hofladen/biohof-ottilie
Gärtnerei Hagedorn;Hohe Straße 12;17255;Wesenberg;Mecklenburg-Vorpommern;Deutschland;53.280908;12.969501;https://hofladen.info/hofladen/gartnerei-hagedorn
Obsthof Am Süßen See ;Am Seefeld 1 ;6317;Seegebiet Mansfelder Land;Sachsen-Anhalt;Deutschland;51.496580;11.659090;https://hofladen.info/hofladen/obsthof-am-su%C3%9Fen-see
Hofladen Bähr;Dorfstraße 25a;99334;Rehestädt;Thüringen;Deutschland;50.870130;10.925100;https://hofladen.info/hofladen/hofladen-bahr
Westerhäuser Käsehof ;Unter dem Mühlenberg 410 ;6484;Westerhausen;Sachsen-Anhalt;Deutschland;51.802330;11.049962;https://hofladen.info/hofladen/westerhauser-kasehof-2
Weinhof Dieroff;Brunnengasse 17/3;74613;Öhringen;Baden-Württemberg;Deutschland;49.175739;9.554371;https://hofladen.info/hofladen/weinhof-dieroff
Hofladen Wittingen-Darrigsdorf;Darrigsdorf 7;29378;Wittingen;Niedersachsen;Deutschland;52.734028;10.700974;https://hofladen.info/hofladen/hofladen-wittingen-darrigsdorf
Biohof Schumacher;Deichstraße 1;27321;Emtinghausen;Niedersachsen;Deutschland;52.928200;8.982050;https://hofladen.info/hofladen/biohof-schumacher
Hof Engelhardt Ökokiste;Schönenberg 2;74547;Untermünkheim;Baden-Württemberg;Deutschland;49.167867;9.760184;https://hofladen.info/hofladen/hof-engelhardt-okokiste
Casa Calina;Im Busch 1;16928;Groß Pankow (Prignitz);Brandenburg;Deutschland;53.190027;11.976507;https://hofladen.info/hofladen/casa-calina
Erlebnishof Kützkow;Fährstraße 7;14798;Havelsee;Brandenburg;Deutschland;52.488990;12.445300;https://hofladen.info/hofladen/erlebnishof-kutzkow
Räucherhaus Ahrenshoop;Hafenweg 6;18347;Ostseebad Ahrenshoop;Mecklenburg-Vorpommern;Deutschland;54.372580;12.418870;https://hofladen.info/hofladen/raucherhaus-ahrenshoop
Biokiste Weißmeyer;Langenweddinger Straße 6;39164;Wanzleben;Sachsen-Anhalt;Deutschland;52.104006;11.508502;https://hofladen.info/hofladen/biokiste-wei%C3%9Fmeyer
Schümannhof;Kreuzweg 1;25364;Brande;Niedersachsen;Deutschland;53.849510;9.719680;https://hofladen.info/hofladen/schumannhof
Hofladen Brodowin;Brodowiner Dorfstraße 89;16230;Chorin;Brandenburg;Deutschland;52.914842;13.956062;https://hofladen.info/hofladen/hofladen-brodowin
Hof Gletzow;Dorfstraße 35;19217;Gletzow;Mecklenburg-Vorpommern;Deutschland;53.804634;11.045092;https://hofladen.info/hofladen/hof-gletzow
Obstparadies Schuback ;Westerjork 81 ;21635;Jork;Niedersachsen;Deutschland;53.536650;9.663160;https://hofladen.info/hofladen/obstparadies-schuback
A&N Geflügelhof ;Sorgwohlder Weg 6;24791;Alt Duvenstedt ;Schleswig-Holstein;Deutschland;54.351400;9.573588;https://hofladen.info/hofladen/a-n-geflugelhof-2
Ellas Lädchen;Dornburger Str. 26;07778;Neuengönna;Thüringen;Deutschland;50.988593;11.648918;https://hofladen.info/hofladen/ellas-ladchen
Marstall Boitzenburg;Templiner Straße 5;17268;Boitzenburger Land;Brandenburg;Deutschland;53.262174;13.604238;https://hofladen.info/hofladen/marstall-boitzenburg
Spargel– und Erlebnishof Klaistow;Glindower Str. 28;14547;Beelitz;Brandenburg;Deutschland;52.296368;12.859755;https://hofladen.info/hofladen/spargel%E2%80%93-und-erlebnishof-klaistow
Bio-Gärtnerei Watzkendorf;Zum Mühlenbach 2;17237;Blankensee;Mecklenburg-Vorpommern;Deutschland;53.393340;13.312530;https://hofladen.info/hofladen/bio-gartnerei-watzkendorf
Anettes Hofladen;Pfarrstr. 25;76189;Karlruhe;Baden-Württemberg;Deutschland;49.006113;8.328703;https://hofladen.info/hofladen/anettes-hofladen
Haus Lichtenhain;Lichtenhain 25;17268;Boitzenburger Land;Brandenburg;Deutschland;53.232016;13.596506;https://hofladen.info/hofladen/haus-lichtenhain
Weingut Konrad Schlör;Martin-SchlörStraße 22;97877;Wertheim-Reicholzheim;Baden-Württemberg;Deutschland;49.727130;9.535260;https://hofladen.info/hofladen/weingut-konrad-schlor
Weingut Fürst zu Hohenlohe-Oehringen;Wiesenkelter;74613;Öhringen;Baden-Württemberg;Deutschland;49.188155;9.473860;https://hofladen.info/hofladen/weingut-furst-zu-hohenlohe-oehringen
Hofladen zum Storchennest;Dorfstr. 20;14715;Nennhausen;Brandenburg;Deutschland;52.608791;12.502042;https://hofladen.info/hofladen/hofladen-zum-storchennest
Seenfischerei Angermünde;Bleiche 1;16278;Angermünde;Brandenburg;Deutschland;53.019564;14.009749;https://hofladen.info/hofladen/seenfischerei-angermunde
Demeter Gärtnerei Sannmann;Ochsenwerder Norderdeich 50;21037;Hamburg;Hamburg;Deutschland;53.478580;10.095600;https://hofladen.info/hofladen/demeter-gartnerei-sannmann
Obstbau Robert Rüdiger;Wesenitzstr. 9;1833;Stolpen;Sachsen;Deutschland;51.040020;14.046480;https://hofladen.info/hofladen/obstbau-robert-rudiger
Bisonhof Nuß;Lindenstraße 24;97980;Bad Mergentheim;Baden-Württemberg;Deutschland;49.444627;9.752011;https://hofladen.info/hofladen/bisonhof-nu%C3%9F
Dreiseithof Sohra;Ortsstraße 28;9627;Sohra;Sachsen;Deutschland;50.885620;13.479930;https://hofladen.info/hofladen/dreiseithof-sohra
Heermanns Blaubeerland;Grethemer Hauptstraße 35;29690;Grethem;Niedersachsen;Deutschland;52.728220;9.571970;https://hofladen.info/hofladen/heermanns-blaubeerland
Bauers Brotzeit;Bundesstraße 49;97941;Distelhausen;Baden-Württemberg;Deutschland;49.598247;9.692843;https://hofladen.info/hofladen/bauers-brotzeit
Spargelhof Lampe;Katzhagen 9;38176;Wendeburg;Niedersachsen;Deutschland;52.293330;10.405290;https://hofladen.info/hofladen/spargelhof-lampe
Hof Lehnmühle;Hof Lehnmühle 2;55444;Dörrebach;Rheinland-Pfalz;Deutschland;49.941410;7.717690;https://hofladen.info/hofladen/hof-lehnmuhle
Lohmannshof;Eichenstraße 24;27313;Westen;Niedersachsen;Deutschland;52.836670;9.302690;https://hofladen.info/hofladen/lohmannshof
Havelfischerei Betge;Margaretenhof 7 ;14774 ;Brandenburg an der Havel;Brandenburg;Deutschland;52.406310;12.425670;https://hofladen.info/hofladen/havelfischerei-betge
Brennerei Strecker;Zum süßen Wasen 18;74523;Schwäbisch Hall;Baden-Württemberg;Deutschland;49.059142;9.645356;https://hofladen.info/hofladen/brennerei-strecker
Hofladen Dottenfelderhof;Dottenfelder Hof Bad Vilbel;61118 ;Bad Vilbel;Hessen;Deutschland;50.193024;8.753672;https://hofladen.info/hofladen/hofladen-dottenfelderhof
Biolandhof Thomas Hägele;Ziegelstr.8;74424;Bühlertann;Baden-Württemberg;Deutschland;49.040340;9.908450;https://hofladen.info/hofladen/biolandhof-thomas-hagele
Gut Glüsig;Dorfstraße 109;39343;Ackendorf;Sachsen-Anhalt;Deutschland;52.244416;11.450405;https://hofladen.info/hofladen/gut-glusig
Neumanns Erntegarten;Am Heineberg 2;14469;Potsdam;Brandenburg;Deutschland;52.433099;12.993364;https://hofladen.info/hofladen/neumanns-erntegarten
Wildwirtschaft;Buchenhain 33;17268;Boitzenburger Land;Brandenburg;Deutschland;53.307120;13.548070;https://hofladen.info/hofladen/wildwirtschaft
Landräucherei Glut & Späne;Dorfmitte 11;17268;Gerswalde;Brandenburg;Deutschland;53.169570;13.748990;https://hofladen.info/hofladen/landraucherei-glut-spane
Brünings Scheune;Landstraße 22 ;28870 ;Fischerhude;Niedersachsen;Deutschland;53.116575;9.054533;https://hofladen.info/hofladen/brunings-scheune
Bauernhof und Käserei Blankenfelde;Blankenfelder Dorfstraße 20;15827;Blankenfelde-Mahlow;Brandenburg;Deutschland;52.329057;13.393544;https://hofladen.info/hofladen/bauernhof-und-kaserei-blankenfelde
Gutsladen;Dorfstraße 18;17506;Owstin;Mecklenburg-Vorpommern;Deutschland;53.928532;13.468189;https://hofladen.info/hofladen/gutsladen
Bauernhof Hertel;Teichweg 18;8371;Glauchau;Sachsen;Deutschland;50.821539;12.499067;https://hofladen.info/hofladen/bauernhof-hertel
Weinbau Seeliger;Gestewitzer Straße 1;06618;Naumburg;Sachsen-Anhalt;Deutschland;51.088650;11.842490;https://hofladen.info/hofladen/weinbau-seeliger
Landgut Naundorf;Grillenburger Straße 54;9627;Bobritzsch-Hilbersdorf;Sachsen;Deutschland;50.936980;13.423330;https://hofladen.info/hofladen/landgut-naundorf
Cohrs Hofladen ;Rutenbeck 5 ;21640;Bliedersdorf;Niedersachsen;Deutschland;53.464210;9.555410;https://hofladen.info/hofladen/cohrs-hofladen
Linumer Landhof;Nauener Straße 50;16833;Linum;Brandenburg;Deutschland;52.758690;12.879150;https://hofladen.info/hofladen/linumer-landhof
Hofladen Labahn;Greifswalder Chaussee 11;17509;Groß Ernsthof;Mecklenburg-Vorpommern;Deutschland;54.084479;13.737006;https://hofladen.info/hofladen/hofladen-labahn
Vinothek & Hofladen;Roter Rain 2 ;97900 ;Külsheim;Baden-Württemberg;Deutschland;49.684010;9.509276;https://hofladen.info/hofladen/vinothek-hofladen
Biogut Bauck;Bergstraße 30;29389 ;Bad Bodenteich;Niedersachsen;Deutschland;52.830260;10.656725;https://hofladen.info/hofladen/biogut-bauck
Demeter Hofladen Hermersberg;Hermergsberg 7;74676;Niedernhall;Baden-Württemberg;Deutschland;49.275366;9.600738;https://hofladen.info/hofladen/demeter-hofladen-hermersberg
Hof Havelsee;Kaltenhausen 3;14798;Havelsee;Brandenburg;Deutschland;52.416793;12.431438;https://hofladen.info/hofladen/hof-havelsee
Erlenbacher Ölmühle;Hogäcker 1;74235;Erlenbach;Baden-Württemberg;Deutschland;49.165319;9.262198;https://hofladen.info/hofladen/erlenbacher-olmuhle
Hof Löbenhain;Goetheweg 120;9247;Chemnitz;Sachsen;Deutschland;50.860600;12.809800;https://hofladen.info/hofladen/hof-lobenhain
Laaser Einkaufscenter;Klingenhainer Straße 1;4758;Liebschützberg;Sachsen;Deutschland;51.367540;13.146420;https://hofladen.info/hofladen/laaser-einkaufscenter
Herzapfelhof Lühs ;Osterjork 102 ;21635;Jork;Niedersachsen;Deutschland;53.528730;9.697730;https://hofladen.info/hofladen/herzapfelhof-luhs
Landmetzgerei Sandritter;Schatzgrundhof 1 20;69168;Wiesloch-Baiertal;Baden-Württemberg;Deutschland;49.294898;8.758030;https://hofladen.info/hofladen/landmetzgerei-sandritter
Bioluna;Klosterstraße 2;99831;Creuzburg;Thüringen;Deutschland;51.053230;10.248620;https://hofladen.info/hofladen/bioluna
Hofladen - Müller Gerlingen;Weilimdorfer Str. 8;70839;Gerlingen;Baden-Württemberg;Deutschland;48.800277;9.066278;https://hofladen.info/hofladen/hofladen-muller-gerlingen
Spargelgut Wasserschloss;Wasserschloßweg 20;74921;Helmstadt-Bargen;Baden-Württemberg;Deutschland;49.323110;8.979160;https://hofladen.info/hofladen/spargelgut-wasserschloss
Reisens Hofladen;Borsteler Dorfstraße 64;273283;Verden (Aller);Niedersachsen;Deutschland;52.920920;9.262390;https://hofladen.info/hofladen/reisens-hofladen
Weingut Neubauer;Brückentor 30;97837;Erlenbach;Bayern;Deutschland;49.817240;9.623910;https://hofladen.info/hofladen/weingut-neubauer
Bauer Schulze;Görziger Strasse 67;15848;Rietz-Neuendorf;Brandenburg;Deutschland;52.239282;14.202014;https://hofladen.info/hofladen/bauer-schulze
Dorfkäserei Geifertshofen;Bachstraße 2;74426;Bühlerzell;Baden-Württemberg;Deutschland;49.007451;9.894228;https://hofladen.info/hofladen/dorfkaserei-geifertshofen
Die Fischerkate;Mainhardter Weg 8;71577;Großerlach;Baden-Württemberg;Deutschland;49.057791;9.524557;https://hofladen.info/hofladen/die-fischerkate
Fischzucht Pilgram;Kieselhöhe 15;53797;Lohmar;Nordrhein-Westfalen;Deutschland;50.839570;7.216130;https://hofladen.info/hofladen/fischzucht-pilgram
Ziegenhof Eichelborn;Dorfstr. 37;99198;Eichelborn;Thüringen;Deutschland;50.941860;11.180630;https://hofladen.info/hofladen/ziegenhof-eichelborn
Hofladen am Rotdorn;Rosenstr.4;29386;Obernholz;Niedersachsen;Deutschland;52.744115;10.602284;https://hofladen.info/hofladen/hofladen-am-rotdorn
Straußenfarm Lohsa;Am Park 12;2999;Lohsa;Sachsen;Deutschland;51.394209;14.397211;https://hofladen.info/hofladen/strau%C3%9Fenfarm-lohsa
Geflügelhof Burkau;Schulstraße 5 ;01906 ;Burkau;Sachsen;Deutschland;51.179832;14.179376;https://hofladen.info/hofladen/geflugelhof-burkau
Straussenfarm Bose;Kastanienweg 7;06295;Eisleben;Sachsen-Anhalt;Deutschland;51.465785;11.513725;https://hofladen.info/hofladen/straussenfarm-bose
Geflügelhof Janshen;Moselweg 11;54552 ;Ellscheid;Rheinland-Pfalz;Deutschland;50.147611;6.918249;https://hofladen.info/hofladen/geflugelhof-janshen
Hofladen Lienert;Neue Chaussee;14641;Wustermark;Brandenburg;Deutschland;52.511286;12.967405;https://hofladen.info/hofladen/hofladen-lienert
Obsthof Brändlin;Lindenstraße 1;79588;Efringen-Kirchen;Baden-Württemberg;Deutschland;47.672488;7.547778;https://hofladen.info/hofladen/obsthof-brandlin
Zürkers Hofladen & Hofschänke;Neustadter Str. 14;67373;Dudenhofen;Rheinland-Pfalz;Deutschland;49.317161;8.389695;https://hofladen.info/hofladen/zurkers-hofladen-hofschanke
Hof Wichmann;Röllinghauser Str. 10;27211;Bassum;Niedersachsen;Deutschland;52.865310;8.780950;https://hofladen.info/hofladen/hof-wichmann
Milchschafhof Bärenstein;Feilenweg 3;1773;Altenberg;Sachsen;Deutschland;50.807750;13.774220;https://hofladen.info/hofladen/milchschafhof-barenstein
Neue Meere;An der Chaussee 2;31028;Gronau;Niedersachsen;Deutschland;52.086798;9.786251;https://hofladen.info/hofladen/neue-meere
Hitscherhof;Hitscherhof 3;66506;Massweiler;Baden-Württemberg;Deutschland;49.250250;7.529670;https://hofladen.info/hofladen/hitscherhof
Ulmenhof;Zwerweg 57;75378;Bad Liebenzell;Baden-Württemberg;Deutschland;48.784440;8.719440;https://hofladen.info/hofladen/ulmenhof
Schoderhof;Edensbach 191;88289;Waldburg;Baden-Württemberg;Deutschland;47.755820;9.739440;https://hofladen.info/hofladen/schoderhof
Sigrid Fleisch GbR;Geddelsbacher Str. 20;74629;Pfedelbach ;Baden-Württemberg;Deutschland;49.155024;9.498478;https://hofladen.info/hofladen/sigrid-fleisch-gbr
van Nahmen;Diersfordter Straße 27;46499;Hamminkeln;Nordrhein-Westfalen;Deutschland;51.728544;6.586693;https://hofladen.info/hofladen/van-nahmen
Hof Meyer-Roselius;Beppener Bruchweg 4;27321;Thedinghausen;Niedersachsen;Deutschland;52.954090;9.019140;https://hofladen.info/hofladen/hof-meyer-roselius
Gurken Hirscher;Laufenen 6;88074;Meckenbeuren;Baden-Württemberg;Deutschland;47.718567;9.558364;https://hofladen.info/hofladen/gurken-hirscher
Bauernhof Steinert;Bockmühlenstraße 71 ;01848 ;Hohnstein;Sachsen;Deutschland;51.010423;14.139799;https://hofladen.info/hofladen/bauernhof-steinert
Demeter Bauernhof Neuwerder;Kastanienweg 10;14728;Neuwerder;Brandenburg;Deutschland;52.741623;12.419376;https://hofladen.info/hofladen/demeter-bauernhof-neuwerder
Mosterei Satow;An der Mosterei 1;18239;Satow;Mecklenburg-Vorpommern;Deutschland;53.975380;11.865690;https://hofladen.info/hofladen/mosterei-satow
Hofleben Gräben;Kreuzbrucher Str. 12;16559 ;Liebenwalde;Brandenburg;Deutschland;52.836350;13.411907;https://hofladen.info/hofladen/hofleben-graben
Duske;Potsdamer Str. 7;35085;Ebsdorfergrund;Hessen;Deutschland;50.759329;8.883436;https://hofladen.info/hofladen/duske
Highlanderhof Kiene;Alte Dorfstrasse  31;24321;Behrensdorf/Ostsee ;Schleswig-Holstein;Deutschland;54.349708;10.604576;https://hofladen.info/hofladen/highlanderhof-kiene
Obsthof Hertle;Ludwigshafener Str. 34;78333;Stockach;Baden-Württemberg;Deutschland;47.843673;9.017962;https://hofladen.info/hofladen/obsthof-hertle
Fuchshof;Im Langenberg 1;78465;Konstanz;Baden-Württemberg;Deutschland;47.728432;9.160514;https://hofladen.info/hofladen/fuchshof
Geflügelhof Föll;Sauserhof 24;71723;Großbottwar;Baden-Württemberg;Deutschland;49.014246;9.308271;https://hofladen.info/hofladen/geflugelhof-foll
Imkerei Mark Philipp;Riedichen-Bürchbühl 6;79669;Zell im Wiesental;Baden-Württemberg;Deutschland;47.705230;7.887479;https://hofladen.info/hofladen/imkerei-mark-philipp
Obsthof Matthies ;Am Elbdeich 31 ;21635;Jork;Niedersachsen;Deutschland;53.544780;9.675420;https://hofladen.info/hofladen/obsthof-matthies
Schäferhof Neuenkirchen;Hauptstrasse 1-3 ;29643 ;Neuenkirchen;Niedersachsen;Deutschland;53.032447;9.707922;https://hofladen.info/hofladen/schaferhof-neuenkirchen
Singers Bauernladen;Heroldsbacher Straße 42a;91353 ;Hausen;Bayern;Deutschland;49.693250;11.027832;https://hofladen.info/hofladen/singers-bauernladen
Hof Bünkemühle;Bünkemühle 33 ;27333 ;Warpe;Niedersachsen;Deutschland;52.766242;9.090732;https://hofladen.info/hofladen/hof-bunkemuhle
Allgäu GUSTO;Schochenhof 28;87724;Ottobeuren;Bayern;Deutschland;47.920499;10.350594;https://hofladen.info/hofladen/allgau-gusto
Obst- und Gemüsehof Schopferer;In der Breite 1;79588;Egringen;Baden-Württemberg;Deutschland;47.663999;7.597759;https://hofladen.info/hofladen/obst-und-gemusehof-schopferer
Hof Sophienlust;Hof Sophienlust;24241;Schierensee;Schleswig-Holstein;Deutschland;54.250340;9.996300;https://hofladen.info/hofladen/hof-sophienlust
Anna Winter;Schafstrift 2;16928;Groß Pankow;Brandenburg;Deutschland;53.148147;11.927259;https://hofladen.info/hofladen/anna-winter
Biohof Stürmer;Ortsstraße 17;90574 ;Roßtal;Bayern;Deutschland;49.362860;10.908416;https://hofladen.info/hofladen/biohof-sturmer
MainAeppelHaus;Klingenweg 90 ;60389 ;Frankfurt a.M.;Hessen;Deutschland;50.151480;8.733281;https://hofladen.info/hofladen/mainaeppelhaus
Spargel & Kartoffelhof Kühnlein;Hans-Traut-Straße 23;90455 ;Nürnberg;Bayern;Deutschland;49.349682;11.057322;https://hofladen.info/hofladen/spargel-kartoffelhof-kuhnlein
Seenfischerei Trellert;Fischereiweg 1;17291;Nordwestuckermark;Brandenburg;Deutschland;53.247340;13.773860;https://hofladen.info/hofladen/seenfischerei-trellert
Spargelhof am Storchennest;Riebener Dorfstr. 25;14547;Beelitz;Brandenburg;Deutschland;52.192313;13.037892;https://hofladen.info/hofladen/spargelhof-am-storchennest
